Agent,Mean_MPC,Median_MPC,Std_MPC,Sample_Count
0,1.5297303140121503,0.9670103227281919,2.9461270975899065,10
1,0.6286135393346146,-1.7587894645837159,5.337566600034569,10
2,1.898016768209655,2.8101051463525284,4.904900425456634,10
3,1.5890383912133292,-0.13925807732518775,7.128168373758889,10
4,3.6939179474634067,1.8005491992764857,11.69904559429152,9
5,-0.5537944343602066,0.16914421047894232,9.11382992023275,10
6,3.016972781887639,3.2781149722948255,2.713847351416395,10
7,1.838603090170664,0.20028014426116403,7.035830334341916,10
8,3.361283471271381,2.858388220423705,5.311793246283885,9
9,3.0750557245721724,3.846139897425885,2.203383634626281,10
10,2.193328814307599,2.352329107005657,4.5173885402721545,10
11,2.630883425327084,1.1506830912167818,7.419886005719055,10
12,0.8885357320004204,1.1577098410614537,1.6281602166182925,10
13,-0.21827506156187768,-0.4701350922507458,4.682091314567124,10
14,2.7268298409752143,1.3415192177102775,4.3807288684463135,10
15,1.9394620977164219,3.3653796871363353,6.6813000812248164,10
16,1.7491939077011398,0.3677419496598303,9.57213726716199,10
17,2.5068121854269334,2.019051449675596,4.010108497504743,11
18,2.456044357967993,1.3545329379558406,4.755003196347333,10
19,2.52177407607497,1.316554336401593,5.321105667033005,10
20,3.1868244630408555,2.4861221431262948,9.568939358422384,10
21,1.1137880773409643,0.30329744014771687,3.9399914390412083,10
22,2.7013152903815754,4.110115382755062,7.302834410022737,11
23,2.1779628530345074,3.371605700872717,2.979727894126082,10
24,2.1676301030369327,1.9219254645510278,5.017255625519084,9
25,0.2685275310563198,2.063242965169353,5.231157490227139,10
26,3.66917181000135,1.7459617686584832,8.750565254126732,12
27,2.827197100246853,1.0625251957380113,8.485112959887301,11
28,-0.6098420997861758,0.34944328671404074,3.633082716154057,11
29,2.620832607482369,1.6539295758097325,7.913446822735115,10
30,2.727700323575759,2.6826237529700063,3.7992960301857623,11
31,5.118449326102706,1.1660170523170426,11.27459194609632,12
32,1.8127378263169138,1.6371277709596228,2.355805191669664,10
33,1.4557072564889157,-0.01063212284842846,5.193629027636942,10
34,-0.007733141544820012,-0.9433492687982103,6.729212009418689,12
35,2.933119241724241,1.7572140374145349,5.6891076342045395,10
36,1.4732151203210821,1.538100949368415,4.2844696402789255,9
37,0.6317005276424785,1.122031089403341,4.348081563389846,11
38,3.2665195086224696,1.2336943963237375,6.777778282229746,11
39,1.5642002076317023,0.918482744435487,5.193339620476611,12
40,1.2218482023041557,0.247760276656986,5.768645750312123,12
41,2.4952631116009254,2.2029902957919107,9.568572456999586,10
42,0.2568094879418725,0.8393873114624912,8.777201228686,10
43,-0.3292058396590645,0.30949325374354775,4.713667223298878,13
44,0.898661312408598,2.569785151697004,8.241283693190509,11
45,0.28792617801431164,0.4825465832814269,2.294839347444485,11
46,5.617754395502727,4.158462554560459,5.907151051554961,11
47,3.8258805483683718,1.5074297985382648,11.019390862108391,10
48,0.8079708978230673,1.1196353965168826,6.177877996096972,10
49,2.7887244072786346,1.3924601149303089,4.967076549781945,12
50,1.8467883666290865,1.3762835735686167,6.524727441752342,11
51,2.2193223740766155,1.5008484500879264,2.9285608626792032,9
52,-0.14037071571758694,2.3374347187353224,6.552085628999395,10
53,0.7122209880899874,1.9944125627942926,7.185867329938444,11
54,2.3443269253492716,2.926704558832752,9.509783759613155,10
55,1.562831916487076,1.1277538397054567,4.38303535484742,11
56,0.3984066460233126,0.6568848074867576,3.2147660370458624,12
57,-0.46180254231410583,0.6308533815969127,8.167842472672858,12
58,0.21659004904936807,1.274993541994856,6.254538630514329,11
59,0.10716220486432242,-0.11998141538598894,5.65711288988979,10
60,1.9715342079553249,0.9520563504571582,7.318762674486884,9
61,0.6934331633617488,0.9387931302259886,3.488212507006589,12
62,1.9874655905558747,-0.13408105091684458,16.411271931033813,12
63,8.297140617471277,4.582470267388097,20.128950564391605,12
64,-2.092285005476714,-1.226985138359884,8.249290044471223,12
65,-0.1745863219984911,-0.25898124737348294,4.133568853530991,10
66,-0.4186013015161362,-0.31043817309763727,1.7081394235408123,11
67,4.558514156566345,2.325317409962296,8.258261733753066,12
68,0.13435283070569698,0.9260813915497654,17.98055488406899,13
69,2.7140824501259506,2.9282269961853213,3.3504689000923076,12
70,-2.257954916605971,-1.6956988164619924,6.879690173596264,12
71,0.06756053430146398,0.22630460655065485,2.9392268948691243,11
72,1.3934416487220818,0.044812274671650415,5.065972055011668,11
73,3.4382221782894145,-0.19304388111878718,13.100369825293726,12
74,3.4875899089992686,-0.08078033572391156,14.951544489743878,10
75,1.7885497479595986,0.4138405178420098,5.136504159587334,10
76,2.4239764836873054,1.7327652194361014,5.622450738013162,11
77,-0.22535879809784742,0.6994514569956526,4.823978906633422,11
78,4.650322871233077,0.5870633198679502,14.25107781506361,12
79,2.5919669007954624,-0.008611788313466803,10.046794769192347,10
80,1.4610549240535715,1.3285261676767792,1.7790615612798617,12
81,0.391632875871989,-0.41789130840002175,7.189903904750724,12
82,0.4994083689440654,0.2975598541986155,4.192415032352547,11
83,-0.5696073449077749,-0.0746724175808022,5.842566748506257,11
84,0.9285480350242832,2.0492757912155843,4.887430366709102,10
85,0.2262933499498816,0.45796202464375746,2.1209718319841353,12
86,2.287530662793067,0.7307269428102935,6.714100462445191,12
87,1.612853900904656,1.0507994411323893,6.9867555882298795,12
88,0.8458414391729739,0.25704297235730605,4.559522997370217,11
89,2.1195405030380674,-0.7610657980125649,8.694071223586452,13
90,-3.891664794450364,1.4594773327381811,17.284582509120987,13
91,-0.44479402199037765,-3.559735369998439,9.77768097569782,11
92,0.47911193817221953,1.0620780425842917,1.1599650832510213,10
93,3.61703159669527,0.325935153086923,19.671439284231496,12
94,1.3077075289479787,-1.1641614390100297,6.347825447109267,12
95,-2.4303133098893874,0.3080862138262058,12.674754942631491,12
96,1.5424991929089842,0.9472758805545258,5.694936565134318,13
97,1.7411179682222178,1.2103291265890335,5.724489261734761,14
98,1.4164933570820604,0.8571961623108562,3.520322949004667,13
99,4.879494378978736,-0.21748675298042439,19.42922044745007,13
